2017-04-22 16:45:22,<gpiozero.CPUTemperature temperature=44.92>
2017-04-22 16:45:23,<gpiozero.CPUTemperature temperature=43.85>
2017-04-22 16:45:24,<gpiozero.CPUTemperature temperature=44.39>
2017-04-22 16:45:25,<gpiozero.CPUTemperature temperature=44.39>
2017-04-22 16:45:26,<gpiozero.CPUTemperature temperature=43.85>
2017-04-22 16:45:27,<gpiozero.CPUTemperature temperature=43.31>
2017-04-22 16:45:28,<gpiozero.CPUTemperature temperature=44.39>
2017-04-22 16:45:29,<gpiozero.CPUTemperature temperature=44.39>
2017-04-22 16:45:30,<gpiozero.CPUTemperature temperature=44.39>
2017-04-22 16:45:31,<gpiozero.CPUTemperature temperature=43.85>
2017-04-22 16:45:32,<gpiozero.CPUTemperature temperature=43.31>
2017-04-22 16:45:33,<gpiozero.CPUTemperature temperature=43.31>
2017-04-22 16:45:34,<gpiozero.CPUTemperature temperature=43.31>
2017-04-22 16:45:35,<gpiozero.CPUTemperature temperature=43.31>
2017-04-22 16:45:36,<gpiozero.CPUTemperature temperature=43.31>
2017-04-22 16:51:16,47.615
2017-04-22 16:51:17,47.615
2017-04-22 16:51:18,48.154
2017-04-22 16:51:19,48.692
2017-04-22 16:51:20,48.692
2017-04-22 16:51:21,48.692
2017-04-22 16:51:22,49.23
2017-04-22 16:51:23,48.692
2017-04-22 16:51:24,48.692
2017-04-22 16:51:25,49.768
2017-04-22 16:51:26,49.768
2017-04-22 16:51:27,49.768
2017-04-22 16:51:28,50.306
2017-04-22 16:51:29,50.843
2017-04-22 16:51:30,50.306
2017-04-22 16:51:31,50.843
2017-04-22 16:51:32,50.843
2017-04-22 16:51:33,50.843
2017-04-22 16:51:34,50.306
2017-04-22 16:51:35,50.843
2017-04-22 16:51:36,50.843
2017-04-22 16:51:37,50.843
2017-04-22 16:51:38,50.843
2017-04-22 16:51:39,51.382
2017-04-22 16:51:40,50.843
2017-04-22 16:51:41,51.92
2017-04-22 16:51:42,51.382
2017-04-22 16:51:43,51.382
2017-04-22 16:51:44,51.382
2017-04-22 16:51:45,51.382
2017-04-22 16:51:46,51.382
2017-04-22 16:51:47,51.92
2017-04-22 16:51:48,51.92
2017-04-22 16:51:49,52.458
2017-04-22 16:51:50,51.92
2017-04-22 16:51:51,52.458
2017-04-22 16:51:52,51.382
2017-04-22 16:51:53,51.382
2017-04-22 16:51:54,52.458
2017-04-22 16:51:55,51.382
2017-04-22 16:51:56,51.92
2017-04-22 16:51:57,51.92
2017-04-22 16:51:58,52.458
2017-04-22 16:51:59,51.92
2017-04-22 16:52:00,52.458
2017-04-22 16:52:01,52.458
2017-04-22 16:52:02,51.92
2017-04-22 16:52:03,52.458
2017-04-22 16:52:04,52.996
2017-04-22 16:52:05,51.92
2017-04-22 16:52:06,51.92
2017-04-22 16:52:07,52.458
2017-04-22 16:52:08,51.92
2017-04-22 16:52:09,51.92
2017-04-22 16:52:10,52.458
2017-04-22 16:52:11,51.92
2017-04-22 16:52:12,51.92
2017-04-22 16:52:13,52.996
2017-04-22 16:52:14,52.458
2017-04-22 16:52:15,52.458
2017-04-22 16:52:16,52.996
2017-04-22 16:52:17,52.996
2017-04-22 16:52:18,52.996
2017-04-22 16:52:19,52.458
2017-04-22 16:52:20,52.996
2017-04-22 16:52:21,51.92
2017-04-22 16:52:22,52.996
2017-04-22 16:52:23,52.458
2017-04-22 16:52:24,52.996
2017-04-22 16:52:25,52.996
2017-04-22 16:52:26,52.996
2017-04-22 16:52:27,52.996
2017-04-22 16:52:28,52.996
2017-04-22 16:52:29,52.996
2017-04-22 16:52:30,52.996
2017-04-22 16:52:31,52.996
2017-04-22 16:52:32,52.996
2017-04-22 16:52:33,52.996
